Stack,application,product,color,part no.,global product id,Is Visualizable?
WBS - estimated items,Flooring,Tile,Revalia Structural 3x4 Mosaic - RV21 Brilliant Blue,6RS34/RV21,36fa991d-8102-4b85-b5c1-caca7b2d0479,Yes
Echelon-EPP - estimated items,Flooring,Tile,Moroccan Concrete 12x24-Light Moss,6MC1224/MC53,371497d7-b03a-4b53-9393-f1977803d6ce,Yes
Echelon-EPP - estimated items,Flooring,Tile,Costa Clara 3x12 Undulated Glossy - Beach Sand CC81,6CO312/CC81,3728f63c-5cc8-48be-a025-f52bd40bd1c8,Yes
WBS - estimated items,Flooring,Tile,Care Wall 3x12 - CC81 Beach Sand,6BNCO312/CC81,3728f63c-5cc8-48be-a025-f52bd40bd1c8,Yes
WBS - estimated items,Flooring,Tile,Costa Clara Wall 3x12 - CC81 Beach Sand,6CO312/CC81,3728f63c-5cc8-48be-a025-f52bd40bd1c8,Yes
Echelon-EPP - estimated items,Flooring,Tile,Lucente Linear Glass Stone Mosaic Blend (12x13 Mesh) - Certosa,6LusStone/Certoas,372f7b0d-3f0f-4596-b172-caaa7048997e,Yes
WBS - estimated items,Flooring,Tile,Loyalty Linear Glass Stone Mosaic Blend (12x13 Mesh) - Certosa,6BNLusStone/Certoas,372f7b0d-3f0f-4596-b172-caaa7048997e,Yes
WBS - estimated items,Flooring,Tile,Lucente Linear Glass Stone Mosaic Blend (12x13 Mesh) - Certosa,6LusStone/Certoas,372f7b0d-3f0f-4596-b172-caaa7048997e,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Source 1 in. Hex Matte Mosaic Mesh - Pure White,6SOUR1H/PW,373e691e-8efe-4693-bc64-836f0b4566c2,Yes
WBS - estimated items,Flooring,Tile,Mizu Glossy Ellipes Mosaic (8x16) - Taupe,6MGE/TA,3759aa4c-6509-4cb2-9283-95c53bb250a2,Yes
WBS - estimated items,Flooring,Tile,Mystery Glossy Ellipes Mosaic (8x16) - Taupe,6BNMGE/TA,3759aa4c-6509-4cb2-9283-95c53bb250a2,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 2x2 Straight Joint Glossy - Desert Gray X114,6CWM2/X114,3772192a-7d78-4307-b478-9c2e06a8e99d,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Linear 2x8 Matte - Desert Gray X714,6DTCWL28M/X714,37a8d34b-b909-4e7b-ab8f-3a49ddfbd176,Yes
WBS - estimated items,Flooring,Tile,Stacked Stone 6x24 - S783 Golden Sun,6716STACK1T/S783,37cca4b2-cc2b-4f41-b34e-693e893df93a,Yes
WBS - estimated items,Flooring,Tile,Step Stone 6x24 - S783 Golden Sun,6BN716STACK1T/S783,37cca4b2-cc2b-4f41-b34e-693e893df93a,Yes
WBS - estimated items,Flooring,Tile,Haut Monde Unpolished 12x24 - HM06 Empire Black,6HMU124/HM06,37e03b4a-ba3e-4a3f-ba63-d02fc6b06089,Yes
WBS - estimated items,Flooring,Tile,Haut Unpolished 12x24 - HM06 Empire Black,6BNHMU124/HM06,37e03b4a-ba3e-4a3f-ba63-d02fc6b06089,Yes
Echelon-EPP - estimated items,Flooring,Tile,Finish Line 3x6 - FL92 Fawn,6FL36/FL92,37ec9bc5-4469-468f-bd1c-7bf1e1c13150,Yes
Echelon-EPP - estimated items,Flooring,Tile,Finish Line 3x6 - FL92 Fawn,6FL36/FL92,37ec9bc5-4469-468f-bd1c-7bf1e1c13150,Yes
WBS - estimated items,Flooring,Tile,Clean Collection Matte 4.25x12 - White Ice,6BNCCM412/WI,3805a237-fd05-4097-85ac-067f6187222f,Yes
WBS - estimated items,Flooring,Tile,Color Collection Matte 4.25x12 - White Ice,6CCM412/WI,3805a237-fd05-4097-85ac-067f6187222f,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Miramo 1x6 Straight Joint - Oyster MR45,6DTMIR16SJ/MR45,380934cf-6b79-4ee6-a971-c46d728e2870,Yes
Echelon-EPP - estimated items,Flooring,Tile,Larchmont 6x24 - Rue,6LARCH624/RU,3875adde-3d9c-4f10-8485-e23cb08b243b,Yes
WBS - estimated items,Flooring,Tile,Lane 6x24 - Rue,6BNLARCH624/RU,3875adde-3d9c-4f10-8485-e23cb08b243b,Yes
WBS - estimated items,Flooring,Tile,Larchmont 6x24 - Rue,6LARCH624/RU,3875adde-3d9c-4f10-8485-e23cb08b243b,Yes
WBS - estimated items,Flooring,Tile,Perpetuo Hex Matte 8x8 - PT26 Tuxedo,6PEH8/PT26,388e4cf2-06c3-44cf-bd51-194d8d55b535,Yes
WBS - estimated items,Flooring,Tile,Hearth Stone 12x24 - MH06 Chimney Corner,6BNMOH124/MH06,38b31e54-af51-48cf-b44a-0586c57d3d64,Yes
WBS - estimated items,Flooring,Tile,Modern Hearth 12x24 - MH06 Chimney Corner,6MOH124/MH06,38b31e54-af51-48cf-b44a-0586c57d3d64,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Perfit Mosaix Hinge - Ashen Palissandro & Carrara White,6DTPFM/PT45,38ede0f1-6f2c-4fe1-a115-28676205d568,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Source 1 in. Hex Matte Mosaic Mesh - Light Blend,6SOUR1H/LB,3912f166-d8c8-4cdd-b19a-ad1be961ac87,Yes
Echelon-EPP - estimated items,Flooring,Tile,Marble Attache Matte 24x24 - Travertine,6MAM24/TRAV,39170896-1659-4cdd-92f8-36e76af770d2,Yes
Echelon-EPP - estimated items,Flooring,Tile,"MZ Rice Gloss 6x6 - Blu RC24 ",6RG66/RC24,3951350e-7a1b-42e0-8fc4-2b098b81322d,Yes
WBS - estimated items,Flooring,Tile,Prism TGJ29 17x17 - 00500 Agate,6TGJ29/500,39690891-28a6-4c94-bc0f-5400684a78bb,Yes
WBS - estimated items,Flooring,Tile,Clean Collection Matte 4.25 X 16 -  Taupe,6BNCCM416/TA,39740805-21fd-4b3e-8fcb-9c3b0bd0257a,Yes
WBS - estimated items,Flooring,Tile,Color Collection Matte 4.25X16 - Taupe,6CCM416/TA,39740805-21fd-4b3e-8fcb-9c3b0bd0257a,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Serliana Moroccan Mosaic (14x12) - White ",6SERMM1412/WH,398b3fd1-fbec-445c-8d1c-cfda957cd64f,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Divinium 8x9 Hex - Calypso DV05,6DTDVH/DV05,39c00b1c-c7bd-423c-8edc-9652467e9e00,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Divinium 8x9 Hex - Calypso DV05,6DTDVH/DV05,39c00b1c-c7bd-423c-8edc-9652467e9e00,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Moroccan Concrete Hex 8"" - Ochre",6MC8Hex/MC55,39c065ab-2aa7-404d-8815-3afa897c79b5,Yes
Echelon-EPP - estimated items,Flooring,Tile,B Stone - Grafito Outline,6egbstone/Go,39d52b60-8658-47d9-84e1-5448a0655e27,Yes
WBS - estimated items,Flooring,Tile,Fascinate 3x12 - White,6BNFL312/WH,39e63103-2f46-45a7-9274-1d34e719f89f,Yes
WBS - estimated items,Flooring,Tile,Flash 3x12 - White,6FL312/WH,39e63103-2f46-45a7-9274-1d34e719f89f,Yes
WBS - estimated items,Flooring,Tile,Famed Matte 24x24 - FM10 Diamond,6FM24/FM10,3a73f5af-d340-49f8-8e40-e16833fb7656,Yes
WBS - estimated items,Flooring,Tile,Artico Matte 12x24 - AR08 Story Brown,6BNART124/AR08,3a876aeb-5b8d-416b-8e2f-70c4e570b7f3,Yes
WBS - estimated items,Flooring,Tile,Articulo Matte 12x24 - AR08 Story Brown,6ART124/AR08,3a876aeb-5b8d-416b-8e2f-70c4e570b7f3,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Artistic Reflections 2x20 - Artic AE04,6ARTRL220/AE04,3adf3b4c-8a3a-4f20-bcf9-900dce0fb74c,Yes
Echelon-EPP - estimated items,Flooring,Tile,Magnolia Bend 6x36-Oceanside Cottage,6636MB/OC,3aeaf29b-6976-4d82-a358-ee176ce7f562,Yes
Echelon-EPP - estimated items,Flooring,Tile,Magnolia Bend 6x36-Oceanside Cottage,6636MB/OC,3aeaf29b-6976-4d82-a358-ee176ce7f562,Yes
WBS - estimated items,Flooring,Tile,Fashion 3x12 -Tender Gray,6BNFLW312/TG,3afdbdd7-eff5-4fdd-ab9c-d32f38d12bff,Yes
WBS - estimated items,Flooring,Tile,Flow 3x12 - Tender Gray,6FLW312/TG,3afdbdd7-eff5-4fdd-ab9c-d32f38d12bff,Yes
Echelon-EPP - estimated items,Flooring,Tile,Color Wheel Linear 8x24 - Black K111,6CWL824/K111,3b3ade28-c464-49d2-986b-f1a0e3118cf4,Yes
WBS - estimated items,Flooring,Tile,Allure Mini Palace 12x12 - Cream,6BNALMP1212/CR,3b3e696f-c7f8-4b13-8adc-8fbcfccbc656,Yes
WBS - estimated items,Flooring,Tile,Alluro Mini Palace 12x12 - Cream,6ALMP1212/CR,3b3e696f-c7f8-4b13-8adc-8fbcfccbc656,Yes
WBS - estimated items,Flooring,Tile,Allure Mini Palace 12x12 - Cream,6BNALMP1212/CR,3b3e696f-c7f8-4b13-8adc-8fbcfccbc656,Yes
WBS - estimated items,Flooring,Tile,Alluro Mini Palace 12x12 - Cream,6ALMP1212/CR,3b3e696f-c7f8-4b13-8adc-8fbcfccbc656,Yes
Echelon-EPP - estimated items,Flooring,Tile,"D-Segni 8x8 Deco Tile - Parisian Sand Blend (MOUQ) ",6DSE8D/MOUQ,3b8cdceb-fa89-45de-a77d-3a736b4f62d5,Yes
Echelon-EPP - estimated items,Flooring,Tile,D_Segni 8x8 Deco Matte - Parisian Sand Blend MOUQ,6DSEGD/MOUQ,3b8cdceb-fa89-45de-a77d-3a736b4f62d5,Yes
Echelon-EPP - estimated items,Flooring,Tile,Marble Attache Matte 24x24 - Calacatta,6MAM24/CAL,3b8e2395-8ad0-466c-b518-8ad928a6a7b1,Yes
Echelon-EPP - estimated items,Flooring,Tile,Color Wheel Linear 8x24- Matte Suede Gray 0782,6CWL824/0782,3be48e98-d55d-4f96-ae62-86c70fb917ad,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Rekindle 24x24 - Beige RK11 ",6DTR2424/RK11,3bf5b40e-f846-4107-9f12-cce3e6b07909,Yes
Echelon-EPP - estimated items,Flooring,Tile,Hanami Mosaic on Mesh - Gray,6EMH/973,3bf5ce58-7369-4313-ad62-9bb01903c02f,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Modern Formation 24x24 Light Polished - Canyon Taupe ",6MF24LP/CAN,3c2548c5-cc54-4d6e-acf5-41687da9851c,Yes
WBS - estimated items,Flooring,Tile,Fascinate 5x5 - Ivory,6BNFL55/IV,3c5b2aad-1de6-407c-8fbb-455cd52c29e5,Yes
WBS - estimated items,Flooring,Tile,Flash 5x5 - Ivory,6FL55/IV,3c5b2aad-1de6-407c-8fbb-455cd52c29e5,Yes
WBS - estimated items,Flooring,Tile,Rockart Oval Mosaic (10x11 Mesh) - Nero Marquina and Thassos,6ROOV/NMT,3c81d8fd-1647-41c7-8520-11c72f798e0a,Yes
WBS - estimated items,Flooring,Tile,Rocket Oval Mosaic (10x11 Mesh) - Nero Marquina and Thassos,6BNROOV/NMT,3c81d8fd-1647-41c7-8520-11c72f798e0a,Yes
Echelon-EPP - estimated items,Flooring,Tile,Perpetuo 12x24 Polished - Brilliant White PT21,6PERP1224/BW,3c83916a-aeec-48cf-82a1-be04beccbc5e,Yes
Echelon-EPP - estimated items,Flooring,Tile,D_Segni Color 8x8 Deco - Monarch,6DSD8/M1L7,3d6eed7a-3be0-4b47-bc3d-e35f9fe95cf9,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT C.F. Prime (Balans) 2x4 Straight Joint Mosaic - Charcoal BA34,6DTCFP24SJM/BA34,3d8ccc18-666d-4028-bdc7-08bbe3d3157a,Yes
WBS - estimated items,Flooring,Tile,Cultivate Pebbles Mosaic (12x12 Mesh) - Beige HN,6BNCU/BE,3dba7b52-5263-4fcb-a238-6cc297af5865,Yes
WBS - estimated items,Flooring,Tile,Cultura Pebbles Mosaic (12x12 Mesh) - Beige HN,6CU/BE,3dba7b52-5263-4fcb-a238-6cc297af5865,Yes
Echelon-EPP - estimated items,Flooring,Tile,Marble Attache Matte 12x24 - Crux,6MAttache1224/CRUX,3dce2eea-50d1-470f-87d4-b73690029f23,Yes
Echelon-EPP - estimated items,Flooring,Tile,Zellige NEO 4x4 - Turchese ZL01,6ZL44/ZL01,3e0c59bb-fce8-4bdc-8832-779d3929675c,Yes
Echelon-EPP - estimated items,Flooring,Tile,Color Wheel Linear 4x16 - Black K111,6CWL416/K111,3e237595-fe36-43ac-8df0-ee262b1b2c87,Yes
WBS - estimated items,Flooring,Tile,Artico Matte 12x24 - AR10 Headline Grey,6BNART124/AR10,3e5159a1-7ad4-4932-833d-3aaa0a5131af,Yes
WBS - estimated items,Flooring,Tile,Articulo Matte 12x24 - AR10 Headline Grey,6ART124/AR10,3e5159a1-7ad4-4932-833d-3aaa0a5131af,Yes
Echelon-EPP - estimated items,Flooring,Tile,Color Wheel Linear 8x24 - Matte Urban Putty 0761,6CWL824/0761,3e63ca31-22aa-46b8-917c-a07c4badc93a,Yes
WBS - estimated items,Flooring,Tile,Empire TG86B Basketweave Mosaic (12x12 Mesh) - 00500 Rockwood,6BNTG86B/500,3e9b0e1d-44dd-4b83-8167-931c34846f4f,Yes
WBS - estimated items,Flooring,Tile,Estate TG86B Basketweave Mosaic (12x12 Mesh) - 00500 Rockwood,6TG86B/500,3e9b0e1d-44dd-4b83-8167-931c34846f4f,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Mustard,6RAKU312/MU,3ec47878-b2f1-4443-af9b-adf5cb2f0e92,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Mustard,6RAKU312/MU,3ec47878-b2f1-4443-af9b-adf5cb2f0e92,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Mustard,6RAKU312/MU,3ec47878-b2f1-4443-af9b-adf5cb2f0e92,Yes
Echelon-EPP - estimated items,Flooring,Tile,D-Segni 8x8 Deco Tile - Starlit Sand Blend (MOUS),6DSE8D/MOUS,3ec8e1f1-062a-4c56-8813-4b039b608d3d,Yes
Echelon-EPP - estimated items,Flooring,Tile,D_Segni 8x8 Deco Matte - Starlit Sand Blend MOUS,6DSEGD/MOUS,3ec8e1f1-062a-4c56-8813-4b039b608d3d,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Merona 8x40 - Natural ",6MER/NAT,3ee065fa-088a-435e-97b4-f8285be8a752,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Merona 8x40 - Natural ",6MER/NAT,3ee065fa-088a-435e-97b4-f8285be8a752,Yes
Echelon-EPP - estimated items,Flooring,Tile,Loft Modern 2.0 12x24 - Perla,6LOFT2024/PER,3f23fbed-bac1-4af0-9806-0f0907693a28,Yes
WBS - estimated items,Flooring,Tile,Banquet Venatino 24x48 - Polished,6BNBV48/PO,3f309829-5ee8-44ed-a06a-e30bce998adf,Yes
WBS - estimated items,Flooring,Tile,Bianco Venatino 24x48 - Polished,6BV48/PO,3f309829-5ee8-44ed-a06a-e30bce998adf,Yes
Echelon-EPP - estimated items,Flooring,Tile,Craft 3x12-Bone,6CFT312/BON,3f927a28-e820-4f54-9546-442b246da867,Yes
WBS - estimated items,Flooring,Tile,Rockart Metal Arrow (10x12 Mesh) - Thassos,6ROMA/TH,3f98199c-de4c-42f5-a8dd-7ee76352f8f5,Yes
WBS - estimated items,Flooring,Tile,Rocket Metal Arrow (10x12 Mesh) - Thassos,6BNROMA/TH,3f98199c-de4c-42f5-a8dd-7ee76352f8f5,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Bryne Fluted 12x24 - Mist,6DTBRYF1224/MIS,400509b5-3300-4410-b2b5-af4dbb3027e9,Yes
Echelon-EPP - estimated items,Flooring,Tile,MZ Illusionist 12x24 Matte - Mysterious IL49,6MZILL1224M/IL49,40148824-7fed-47ce-9a2a-e274836ff7e2,Yes
WBS - estimated items,Flooring,Tile,Lane 6x35 - Canton,6BNLARCH635/CA,40cac26a-76bf-4bfc-8b22-768fde5a61d9,Yes
WBS - estimated items,Flooring,Tile,Larchmont 6x35 - Canton,6LARCH635/CA,40cac26a-76bf-4bfc-8b22-768fde5a61d9,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Artsy 12x24 Polished - Studio Carrara AT31,6DTART1224/AT31,40ce9c7b-9850-44a0-b739-e28d41cbc802,Yes
WBS - estimated items,Flooring,Tile,(CT) CF Platinum 4x12 - CT76 Calacatta Empire,6COS412/CT76,410cd0bf-f094-48bc-a991-ea7d42a3f2f7,Yes
WBS - estimated items,Flooring,Tile,Cycle 4x12 - CT76 Calacatta Empire,6BNCOS412/CT76,410cd0bf-f094-48bc-a991-ea7d42a3f2f7,Yes
WBS - estimated items,Flooring,Tile,(CT) CF Platinum 4x12 - CT76 Calacatta Empire,6COS412/CT76,410cd0bf-f094-48bc-a991-ea7d42a3f2f7,Yes
WBS - estimated items,Flooring,Tile,Cycle 4x12 - CT76 Calacatta Empire,6BNCOS412/CT76,410cd0bf-f094-48bc-a991-ea7d42a3f2f7,Yes
WBS - estimated items,Flooring,Tile,Geoscapes Diamond TGJ79 Mosaic (10.63x13.39 Mesh) - 00100 White,6TGJ79/100,41259e08-c90c-4b3e-ba63-2824e6f5957f,Yes
WBS - estimated items,Flooring,Tile,Glow Diamond TGJ79 Mosaic (10.63x13.39 Mesh) - 00100 White,6BNTGJ79/100,41259e08-c90c-4b3e-ba63-2824e6f5957f,Yes
WBS - estimated items,Flooring,Tile,Calumet 13x13 - Coast,6BNCA13/CO,4128ad89-5c05-40bc-bccb-070122a69195,Yes
WBS - estimated items,Flooring,Tile,Florentine Floor Tile 12x24 - FL06 Carrara,6FF124/FL06,4134f613-1c91-428b-a891-c066d28b6349,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Moroccan Concrete Aziza Encaustic 8x8-Blue Gray MC58 ",6MCA88/2,4141d341-fead-496e-a7a4-f0dd06a2e6b9,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 2x2 Matte - Black K711,6DTCWM2M/K711,4151dcad-5e89-4287-9141-a735e52f8d15,Yes
Echelon-EPP - estimated items,Flooring,Tile,"MZ Rice Gloss 6x6 - Natural RC21 ",6RG66/RC21,41a9a1a2-4f3f-46eb-86e1-1f9276347749,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 1x3 Lattice Weave - Black K111,6CWM13L/K111,420e7742-59be-4e17-8a59-769d8cf4c6a2,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Divinium 1x6 Stacked Mosaic - Nova DV06,6DTDIV16SM/DV06,42913df3-8e15-467e-8c78-12e16ac7094e,Yes
WBS - estimated items,Flooring,Tile,(Epitomize)Core Fundamentals-Advantage 12x24 - EP21 Percussion Taupe,6EP24/EP21,42ead99c-fd5f-4ecf-97ec-ad6859467589,Yes
WBS - estimated items,Flooring,Tile,Advantage 12x24 - EP21 Percussion Taupe,6BNEP24/EP21,42ead99c-fd5f-4ecf-97ec-ad6859467589,Yes
WBS - estimated items,Flooring,Tile,(Epitomize)Core Fundamentals-Advantage 12x24 - EP21 Percussion Taupe,6EP24/EP21,42ead99c-fd5f-4ecf-97ec-ad6859467589,Yes
WBS - estimated items,Flooring,Tile,Advantage 12x24 - EP21 Percussion Taupe,6BNEP24/EP21,42ead99c-fd5f-4ecf-97ec-ad6859467589,Yes
WBS - estimated items,Flooring,Tile,Layer Unpolished 12x24 - Arena,6BNLE124/AR,42fd6ea6-0a0a-44c7-b085-a077c6685e5a,Yes
WBS - estimated items,Flooring,Tile,Legend Unpolished 12x24 - Arena,6LE124/AR,42fd6ea6-0a0a-44c7-b085-a077c6685e5a,Yes
WBS - estimated items,Flooring,Tile,Catch Gloss 3x12 - Ice,6CAG312/IC,42feb41b-8171-4e31-b44b-56a7febe22c5,Yes
WBS - estimated items,Flooring,Tile,Cater Gloss 3x12 - Ice,6BNCAG312/IC,42feb41b-8171-4e31-b44b-56a7febe22c5,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Ocean,6RAKU312/OC,4308ca47-63f4-472a-99fb-5f1efc35e7f7,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Ocean,6RAKU312/OC,4308ca47-63f4-472a-99fb-5f1efc35e7f7,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Ocean,6RAKU312/OC,4308ca47-63f4-472a-99fb-5f1efc35e7f7,Yes
Echelon-EPP - estimated items,Flooring,Tile,Color Wheel Linear 4x16 - Matte Black K711,6CWL416/K711,4314bc0c-99d5-4fb9-906c-61706f076303,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Scripter 12x24 - Rebel AR63,6SCR1224/RE,431e11d5-da6b-47cc-983e-de023aa6a428,Yes
WBS - estimated items,Flooring,Tile,Paloma Long Hex Glossy 4x8 - Denim,6PLHG/DE,434d33b2-e2d7-4c54-b435-7929cc184874,Yes
WBS - estimated items,Flooring,Tile,Progress Long Hex Glossy 4x8 - Denim,6BNPLHG/DE,434d33b2-e2d7-4c54-b435-7929cc184874,Yes
Echelon-EPP - estimated items,Flooring,Tile,Statuette Picket Mosaic 12x12 - Silver Satin,6STAMP/SE71,435acf53-6a94-4c85-a9f5-e871748c7a76,Yes
Echelon-EPP - estimated items,Flooring,Tile,Marble Attache Polished 24x24-Nero,6MAP24/NERO,4393abfa-dd38-48e7-b5d2-5e277c60dd3a,Yes
WBS - estimated items,Flooring,Tile,Fascinate 3x12 - Ivory,6BNFL312/IV,43cdb58a-fcff-4e9c-897e-a561904dd122,Yes
WBS - estimated items,Flooring,Tile,Flash 3x12 - Ivory,6FL312/IV,43cdb58a-fcff-4e9c-897e-a561904dd122,Yes
Echelon-EPP - estimated items,Flooring,Tile,Exhale 6x12 - Azul,6EX612/AZ,43f55779-73d2-437d-9087-18a256904f5f,Yes
WBS - estimated items,Flooring,Tile,Shift Mosaic (12x12 Mesh) 2x2 - Fawn,6BNSO22/FA,44041439-a73a-42bf-802f-876627af95ce,Yes
WBS - estimated items,Flooring,Tile,Source Mosaic (12x12 Mesh) 2x2 - Fawn,6SO22/FA,44041439-a73a-42bf-802f-876627af95ce,Yes
WBS - estimated items,Flooring,Tile,Milan TGK10 12X24 - 700 Cafe,6TGK10/700,44c32289-c7d2-4b4c-ae17-ba9e14377957,Yes
Echelon-EPP - estimated items,Flooring,Tile,Finish Line 3x6 - FL93 Matte Fawn,6FL36/FL93,44da1bc0-6326-45a9-a10f-2ca37c0abeb9,Yes
Echelon-EPP - estimated items,Flooring,Tile,Finish Line 3x6 - FL93 Matte Fawn,6FL36/FL93,44da1bc0-6326-45a9-a10f-2ca37c0abeb9,Yes
WBS - estimated items,Flooring,Tile,Calumet Mosaic (13x13 Mesh) 2x2 - Shore,6BNCAB2/SH,44e80b5c-6c1a-4ecf-b0c7-9a3335fa11f0,Yes
Echelon-EPP - estimated items,Flooring,Tile,Artistic Reflections 3in Hex Matte - Mist AE07,6ARTRL3HM/AE07,44f73133-f8d8-4e1f-ac6f-0927e4fbfb1c,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic Lattice Weave Matte - Black K711,6DTCWMLWM/K711,44fe3ec8-3663-420e-8f31-c1f7e9f2d10a,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Classic 3x6 Gloss - Chalkboard 180,6DTCWC36G/180,450b31b9-c639-4ea9-97d3-fc32b7777394,Yes
Echelon-EPP - estimated items,Flooring,Tile,Perpetuo 12x24 Matte - Eternal Grey PT23,6PERM1224/EG,453a4587-8a66-45c9-8df8-cd12f719f604,Yes
WBS - estimated items,Flooring,Tile,Layer Unpolished Mosaic 13x13 Mesh) 2x2 - Graphite,6BNLEM124/GR,455f0ad7-bbb1-456b-acef-4cce4081a5f6,Yes
WBS - estimated items,Flooring,Tile,Legend Unpolished Mosaic 13x13 Mesh) 2x2 - Graphite,6LEM124/GR,455f0ad7-bbb1-456b-acef-4cce4081a5f6,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Brickwork Rectangle 4x8 Matte - Studio BW01 ",6BW48/BW01,457bd4a6-6d84-441c-b8fb-7f4040ad8b63,Yes
WBS - estimated items,Flooring,Tile,Blackwell 4x8 - BW01 Studio,6BNBW48/BW01,457bd4a6-6d84-441c-b8fb-7f4040ad8b63,Yes
WBS - estimated items,Flooring,Tile,Brickwork 4x8 - BW01 Studio,6BW48/BW01,457bd4a6-6d84-441c-b8fb-7f4040ad8b63,Yes
Echelon-EPP - estimated items,Flooring,Tile,Ciudad 12x24 - Ash,6CU124/AS,457e5eb5-02f6-4f5d-8c04-17eef0f17bbc,Yes
WBS - estimated items,Flooring,Tile,Ciudad 12x24 - Ash,6CU124/AS,457e5eb5-02f6-4f5d-8c04-17eef0f17bbc,Yes
WBS - estimated items,Flooring,Tile,Snow White 12x24 - Ash,6BNCU124/AS,457e5eb5-02f6-4f5d-8c04-17eef0f17bbc,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Modern Formation 12x24 Light Polished -Peak White ",6MF124LP/PEA,459efb07-e3a9-475f-b01e-69352786e2c3,Yes
WBS - estimated items,Flooring,Tile,Scale TGJ89 17x17 - 00570 Dark Gray,6BNTGJ89/570,45b9277a-f4c0-4587-ae5f-1c75e282810a,Yes
WBS - estimated items,Flooring,Tile,Serenity TGJ89 17x17 - 00570 Dark Gray,6TGJ89/570,45b9277a-f4c0-4587-ae5f-1c75e282810a,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Classic 6x6 Matte - Matte Arctic White 0790,6DTCWC66M/0790,45b9e088-1358-4d4b-a800-f69bf5f5e2cf,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 2x2 Matte - Arctic White 0790,6DTCWM2M/0790,46bb61fd-2718-4eb9-8e62-af229db38ae2,Yes
Echelon-EPP - estimated items,Flooring,Tile,Cabo 17x17 - Shore EM,6CAB17/SH,46d2f154-e43f-40b0-98a7-cfa32cc6d69a,Yes
WBS - estimated items,Flooring,Tile,Cabo 17x17 - Shore,6CAB17/SH,46d2f154-e43f-40b0-98a7-cfa32cc6d69a,Yes
WBS - estimated items,Flooring,Tile,Calumet 17x17 - Shore,6BNCA17/SH,46d2f154-e43f-40b0-98a7-cfa32cc6d69a,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Miramo 1x6 Straight Joint - Horizon MR48,6DTMIR16SJ/MR48,470a2357-f992-469a-83ea-acb8223880d5,Yes
WBS - estimated items,Flooring,Tile,Mention 8x35 - Hikari,6BNM835/HI,471b2162-31d1-440f-91db-1e39a05ca338,Yes
WBS - estimated items,Flooring,Tile,Mokuzai II 8x35 - Hikari,6M835/HI,471b2162-31d1-440f-91db-1e39a05ca338,Yes
Echelon-EPP - estimated items,Flooring,Tile,Realm II 12x24 - Domain,6RE124/DO,475ad3bc-bf5d-4d01-940b-a153df5928dd,Yes
WBS - estimated items,Flooring,Tile,Rally 12x24 - Domain,6BNR224/DO,475ad3bc-bf5d-4d01-940b-a153df5928dd,Yes
WBS - estimated items,Flooring,Tile,Realm II 12x24 - Domain,6R224/DO,475ad3bc-bf5d-4d01-940b-a153df5928dd,Yes
Echelon-EPP - estimated items,Flooring,Tile,Realm II 12x24 - Domain,6RE124/DO,475ad3bc-bf5d-4d01-940b-a153df5928dd,Yes
