Stack,application,product,color,part no.,global product id,Is Visualizable?
WBS - estimated items,Flooring,Tile,Clean Collection Matte Hex Mosaics (12x12 Mesh) 2x2 - Black,6BNCCH/BL,8ae2aca1-0b8d-4f68-93ba-5abdd29fa0e7,Yes
WBS - estimated items,Flooring,Tile,"Color Collection Matte Hex Mosaics (12x12 Mesh) 2x2 - Black ",6CCH/BL,8ae2aca1-0b8d-4f68-93ba-5abdd29fa0e7,Yes
Echelon-EPP - estimated items,Flooring,Tile,Zellige NEO 4x4 - China ZL06,6ZL44/ZL06,8ae78b21-903a-45c7-a412-9403e679b02b,Yes
WBS - estimated items,Flooring,Tile,Shift Mosaic (12x12 Mesh) 2x2 - Dark,6BNSO22/DK,8b4e165f-cea5-467b-a1d2-3ec57de6e39d,Yes
WBS - estimated items,Flooring,Tile,Source Mosaic (12x12 Mesh) 2x2 - Dark,6SO22/DK,8b4e165f-cea5-467b-a1d2-3ec57de6e39d,Yes
Echelon-EPP - estimated items,Flooring,Tile,D-Segni 8x8 Deco Tile - Birdeye Sand Blend  (MOUJ),6DSE8D/MOUJ,8b9b13e9-4179-4ced-b962-c74e9b3d127f,Yes
Echelon-EPP - estimated items,Flooring,Tile,D_Segni 8x8 Deco Matte - Birdseye Denim Blend MOUE,6DSEGD/MOUE,8b9b13e9-4179-4ced-b962-c74e9b3d127f,Yes
WBS - estimated items,Flooring,Tile,Layer Polished 12x24 - Graphite,6BNLEP124/GR,8bd8ccb4-4afb-4d75-a132-cff931db6438,Yes
WBS - estimated items,Flooring,Tile,Legend Polished 12x24  - Graphite,6LEP124/GR,8bd8ccb4-4afb-4d75-a132-cff931db6438,Yes
WBS - estimated items,Flooring,Tile,Layer Unpolished Mosaic 13x13 Mesh) 2x2 - Blanco,6BNLEM124/BL,8c0def44-58ea-4d71-b3e1-338340c28d2d,Yes
WBS - estimated items,Flooring,Tile,Legend Unpolished Mosaic 13x13 Mesh) 2x2 - Blanco,6LEM124/BL,8c0def44-58ea-4d71-b3e1-338340c28d2d,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 2x2 Straight Joint Matte - Architectural Gray 0109,6CWM2ST/0109,8c160874-049d-4fa2-b3da-4999852c3a00,Yes
Echelon-EPP - estimated items,Flooring,Tile,Moroccan Concrete 12x24-Charcoal,6MC1224/MC57,8c273b34-59c9-4afb-bf28-cc5b8a2e61bc,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Revalia Remix 3 in. Fan Mosaic - Graceful Greige RV27,6REVF/RV27,8c35def7-c91f-4047-a134-42f84ec2edea,Yes
WBS - estimated items,Flooring,Tile,"Relief 3"" Fan Mosaic  (13.75x13.56 Mesh) - RV27 Graceful Greige",6BNREVF/RV27,8c35def7-c91f-4047-a134-42f84ec2edea,Yes
WBS - estimated items,Flooring,Tile,"Revalia 3"" Fan Mosaic - RV27 Graceful Greige",6REVF/RV27,8c35def7-c91f-4047-a134-42f84ec2edea,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT C.F. Prime 4x16 Glossy - Stamina Grey RL23,6DTCFP416G/RL23,8c4154ff-33ba-4842-93a2-61b69b17f802,Yes
WBS - estimated items,Flooring,Tile,CC Frames 4x12 - Petrol,6CCF412/PE,8c5c8e5a-d860-43d7-a24d-03cc76835bed,Yes
WBS - estimated items,Flooring,Tile,Frames 4x12 -  Petrol,6BNCCF412/PE,8c5c8e5a-d860-43d7-a24d-03cc76835bed,Yes
WBS - estimated items,Flooring,Tile,Fascinate 3x12 - Light Blue,6BNFL312/LB,8c704bad-113d-4c0c-8ce9-bcade854d317,Yes
WBS - estimated items,Flooring,Tile,Flash 3x12 - Light Blue,6FL312/LB,8c704bad-113d-4c0c-8ce9-bcade854d317,Yes
WBS - estimated items,Flooring,Tile,Geoscapes Chevron TG46C Mosaic (11.61x11.02 Mesh) - 00250 Taupe,6TG46C/250,8c966b3f-a769-4f13-8268-644c116f0953,Yes
WBS - estimated items,Flooring,Tile,Glow Chevron TG46C Mosaic 11.61x11.02 Mesh) - 00250 Taupe,6BNTG46C/250,8c966b3f-a769-4f13-8268-644c116f0953,Yes
WBS - estimated items,Flooring,Tile,Erosion Stacked Mosaic (12x12 Mesh) 1x3 - Wind,6ERS/WI,8cded54c-aede-4bfa-8a40-88624e9c7ac9,Yes
WBS - estimated items,Flooring,Tile,Cove Creek 24x24 - CC10 Gray,6CVC24/CC10,8ce8f382-1c04-4b35-8281-7270fee5ae32,Yes
WBS - estimated items,Flooring,Tile,Creek 24x24 - CC10 Gray,6BNCVC24/CC10,8ce8f382-1c04-4b35-8281-7270fee5ae32,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Serliana Moroccan Mosaic (14x12) - Dark Tan ",6SERMM1412/DT,8d3a0bab-2646-48ca-a86a-bc860120af2e,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Bryne 12x24 - Mist BR31,6DTBRY1224/BR31,8da3d6dc-5495-4174-96e0-3dd9d93cd6c1,Yes
WBS - estimated items,Flooring,Tile,Lavish Glass TGN80 Mosaic (11.73x11.73  Mesh) - 00500 Ice,6LGM/500,8e0a5717-6375-4eeb-a51b-33c8d3684146,Yes
WBS - estimated items,Flooring,Tile,"Lounge Glass TGN80 Mosaic (11.73x11.73 Mesh) -  00500 Ice ",6BNLGM/500,8e0a5717-6375-4eeb-a51b-33c8d3684146,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Mythology Undulated 4x12 - Santorini MY90 ",6MYTHU412/MY90,8e1ed3de-c676-484a-a7bf-59e5656048c2,Yes
Echelon-EPP - estimated items,Flooring,Tile,Marble Attache Polished 12x24-Turkish Skyline,6MAP1224/TS,8e3f935f-a28a-40d8-a6dc-9216b16d7c6c,Yes
WBS - estimated items,Flooring,Tile,Geoscapes Hexagon TGJ78 Mosaic (10.51x12.13 Mesh) - 00500 Light Grey,6TGJ78/500,8ea59886-d4b0-47a3-9b56-112963811b6b,Yes
WBS - estimated items,Flooring,Tile,Glow Hexagon TGJ78 Mosaic (10.51x12.13 Mesh) - 00500 Light Grey,6BNTGJ78/500,8ea59886-d4b0-47a3-9b56-112963811b6b,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Zellige NEO 3x12 - China ZL06,6DTZEL312/ZL06,8ebeec08-0913-4f72-a979-4af1020cace2,Yes
Echelon-EPP - estimated items,Flooring,Tile,Color Wheel Linear 4x16 - Urban Putty 0161,6CWL416/0161,8ed539dd-17f8-43d1-adc3-b46ea0b426c0,Yes
WBS - estimated items,Flooring,Tile,Del Ray TG43C Chevron Mosaic 11x13 Mesh) - 00590 Milly Gray,6TG43C/590,8efc77f8-60ca-4ff2-b46d-ae567978d2db,Yes
WBS - estimated items,Flooring,Tile,Dramatic TG43C Chevron Mosaic 11x13 Mesh) - 00590 Milly Gray,6BNTG43C/590,8efc77f8-60ca-4ff2-b46d-ae567978d2db,Yes
WBS - estimated items,Flooring,Tile,Diva Arabesque Mosaic (10x12 Mesh) 3x3 - Athena,6DVA/AT,8f223d8a-09d5-4f0a-8104-8676d586482e,Yes
WBS - estimated items,Flooring,Tile,Viva Arabesque Mosaic (10x12 Mesh) 3x3 - Athena,6BNDVA/AT,8f223d8a-09d5-4f0a-8104-8676d586482e,Yes
WBS - estimated items,Flooring,Tile,Wanderwise 6x24 -WW03 Roam,6WW624/WW03,8f4766a1-503e-40e0-924e-57f417f5ed31,Yes
WBS - estimated items,Flooring,Tile,Wiser 6x24 - WW03 Roam,6BNWW624/WW03,8f4766a1-503e-40e0-924e-57f417f5ed31,Yes
WBS - estimated items,Flooring,Tile,Pledge Polished 12x24 - Charcoal,6BNPIIP124/CH,900c42ac-b0a0-4565-b535-64a8867d3ed6,Yes
WBS - estimated items,Flooring,Tile,Porto II Polished 12x24 - Charcoal,6PIIP124/CH,900c42ac-b0a0-4565-b535-64a8867d3ed6,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Olive,6RAKU312/OL,904ed19c-85a5-4112-aae8-844067f4d1fa,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Olive,6RAKU312/OL,904ed19c-85a5-4112-aae8-844067f4d1fa,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Olive,6RAKU312/OL,904ed19c-85a5-4112-aae8-844067f4d1fa,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Artsy 24x24 Polished - Gallery Pearl AT32 ",6DTA2424P/AT32,908006df-b33b-4a38-89b1-ae07a26695d1,Yes
WBS - estimated items,Flooring,Tile,Mention 8x35 - Daku,6BNM835/DA,90815cc6-617e-4a2f-b165-8e665c6c117c,Yes
WBS - estimated items,Flooring,Tile,Mokuzai II 8x35 - Daku,6M835/DA,90815cc6-617e-4a2f-b165-8e665c6c117c,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Articulo 12x24 Polished - Editorial White,6ART124/EW,9090f06a-50d8-436f-8f24-07412251ded9,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Articulo 12x24 Polished - Editorial White,6ART124/EW,9090f06a-50d8-436f-8f24-07412251ded9,Yes
WBS - estimated items,Flooring,Tile,Legend Polished 24X48 - Graphite,6LEP48/GR,90b9699d-47d0-434d-8ba3-61b40bf21e91,Yes
Echelon-EPP - estimated items,Flooring,Tile,Koncrete 12x12 - KC01 White DT,6KO12/KC01,91071d5b-19fe-4bc5-a0bb-967f779e55e9,Yes
WBS - estimated items,Flooring,Tile,(Koncrete) Core Fundamentals - Prime 12x12 - KC01 White,6KO12/KC01,91071d5b-19fe-4bc5-a0bb-967f779e55e9,Yes
WBS - estimated items,Flooring,Tile,Concrete 12x12  - KC01 White,6BNKO12/KC01,91071d5b-19fe-4bc5-a0bb-967f779e55e9,Yes
WBS - estimated items,Flooring,Tile,CC Frames 4x12 - White,6CCF412/WH,911398cf-a8fd-468b-abc8-ec66f26e5ec4,Yes
WBS - estimated items,Flooring,Tile,Frames 4x12 -  White,6BNCCF412/WH,911398cf-a8fd-468b-abc8-ec66f26e5ec4,Yes
Echelon-EPP - estimated items,Flooring,Tile,Classica 12x24 - Grigio Matte,6EGC1224/gri,91302dd6-ba5c-4355-baf7-82718708bae8,Yes
Echelon-EPP - estimated items,Flooring,Tile,Marble Attache Polished 12x24-Calacatta,6MAP1224/CAL,914ce76f-a5bf-4e3e-ab4e-5b5ded797e32,Yes
WBS - estimated items,Flooring,Tile,Lincoln 12x24 - Suite Lincoln,6BNML24/SL,91561fec-a22b-42ee-8935-281b9678bb67,Yes
WBS - estimated items,Flooring,Tile,Marble Lincoln 12x24 - Suite Lincoln,6ML24/SL,91561fec-a22b-42ee-8935-281b9678bb67,Yes
WBS - estimated items,Flooring,Tile,Collins 12x24 - CS81 Timeless Marble,6COLS124/CS81,91723781-030b-4a37-b4c3-d4a77fc0e6a2,Yes
WBS - estimated items,Flooring,Tile,Nagara Stacked Mosaic (11x11 Mesh) - Silver,6NAS/SI,91cb489b-585f-42a5-b42a-2abc193fd1fd,Yes
WBS - estimated items,Flooring,Tile,Notice Stacked Mosaic (11x11 Mesh) - Silver,6BNNAS/SI,91cb489b-585f-42a5-b42a-2abc193fd1fd,Yes
Echelon-EPP - estimated items,Flooring,Tile,Artistic Reflections 3 in Hex Gloss - Onyx AE10,6AR3HG/AE10,91dc696e-e5af-4444-b4aa-e348d5f6a7c0,Yes
Echelon-EPP - estimated items,Flooring,Tile,Reserva 12x24 - Pampa,6RES1224/PA,920e1b4c-f245-4ed1-91ff-20961ac4e5b5,Yes
WBS - estimated items,Flooring,Tile,Reserva 12x24 - Pampa,6RES1224/PA,920e1b4c-f245-4ed1-91ff-20961ac4e5b5,Yes
Echelon-EPP - estimated items,Flooring,Tile,Rice Glossy 2x6 - Blu,6R26G/RC24,9212b984-7ea4-456d-95fb-60ba0e2bc0cb,Yes
WBS - estimated items,Flooring,Tile,Color Collection Stacked Mosaic (12x12 Mesh) - Antique White,6CCST/AW,921d7ebe-cfa9-4720-837e-d4c3d559824b,Yes
WBS - estimated items,Flooring,Tile,Scale TGJ89 17x17 - 00500 Light Gray,6BNTGJ89/00500,925a4fda-c061-4bd3-b521-aec52eaba374,Yes
WBS - estimated items,Flooring,Tile,Serenity TGJ89 17x17 - 00500 Light Gray,6TGJ89/00500,925a4fda-c061-4bd3-b521-aec52eaba374,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Scripter 8"" Hex - Hero AR61 ",6SCRP8/AR61,925ed339-76b2-4b8d-b2ba-51a0ade2ec91,Yes
WBS - estimated items,Flooring,Tile,Prism TGJ28 13x13 - 00550 Quart,6TGJ28/550,9295e3ee-c779-440d-bf3f-1b66493dad04,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic 2x2 Straight Joint Matte - Urban Putty 0761,6CWM2ST/0161,92b8908b-7189-4c07-801a-6a8a26075e8a,Yes
Echelon-EPP - estimated items,Flooring,Tile,Artcrafted 3x12 Glossy - Cotto,6ART312G/COT,92c1dec9-dcb3-4cb5-ae1e-5dcfa2c23a06,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Mosaic Penny Round - Matte Black K711,6DTCWMPR/K711,92df0026-2a2f-4520-8e92-470e979ef874,Yes
WBS - estimated items,Flooring,Tile,Legend Unpolished 24X48 - Graphite,6LE48/GR,92ff3bc6-5690-4545-852a-137a0f0347e0,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Source 1 in. Hex Matte Mosaic Mesh - Black,6SOUR1H/BL,930456c0-db4e-445d-b37d-9bf568408215,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Linear 2x8 Matte - Architectural Gray 0709,6DTCWL28M/0709,934298c6-5f0a-417f-86cb-719590685e86,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Stagecraft 3x12 Picket - Matte Arctic White,6STGP312/MAW,937613ea-510a-4652-9eec-1f905395de4b,Yes
WBS - estimated items,Flooring,Tile,Lincoln 12x24 - Lincoln,6BNML24/LI,9376954d-a9d3-4321-b5ab-b37e98a7dd93,Yes
WBS - estimated items,Flooring,Tile,Marble Lincoln 12x24 - Lincoln,6ML24/LI,9376954d-a9d3-4321-b5ab-b37e98a7dd93,Yes
WBS - estimated items,Flooring,Tile,Prism TGJ30 12x24 - 00500 Agate,6TGJ30/500,937c1cd8-397b-4b56-a863-ff7600a83f0a,Yes
Echelon-EPP - estimated items,Flooring,Tile,Influence 1in Hex (10x12 Mesh) - White,6INF1H/WH,9380fd4f-736a-42cd-a030-1a54309867de,Yes
WBS - estimated items,Flooring,Tile,Ideal Hex Gloss Mosaic (10x12 Mesh) 1x1 - White,6BNIHM/WH,9380fd4f-736a-42cd-a030-1a54309867de,Yes
WBS - estimated items,Flooring,Tile,Influence Hex Gloss Mosaic (10x12 Mesh) 1x1 - White,6IHM/WH,9380fd4f-736a-42cd-a030-1a54309867de,Yes
Echelon-EPP - estimated items,Flooring,Tile,Influence 1in Hex (10x12 Mesh) - White,6INF1H/WH,9380fd4f-736a-42cd-a030-1a54309867de,Yes
WBS - estimated items,Flooring,Tile,Ideal Hex Gloss Mosaic (10x12 Mesh) 1x1 - White,6BNIHM/WH,9380fd4f-736a-42cd-a030-1a54309867de,Yes
WBS - estimated items,Flooring,Tile,Influence Hex Gloss Mosaic (10x12 Mesh) 1x1 - White,6IHM/WH,9380fd4f-736a-42cd-a030-1a54309867de,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Rekindle 2x6 Herringbone Mosaic - Beige RK11 ",6DTR26HM/RK11,938cf70e-8ff3-4b7f-b958-b60f5ee481e6,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Moroccan Concrete Aziza Encaustic 8x8-Terra Cotta MC59 ",6MCA88/3,93bb5d8c-ca4a-430b-a6b4-4336ffa15082,Yes
WBS - estimated items,Flooring,Tile,Sublime Marble Linear Random Mosaic (11x11 Mesh) - M072 Namaste,6BNSLR/M072,93c45243-f4ce-4cf1-82b1-1b021e9f6f71,Yes
WBS - estimated items,Flooring,Tile,Sublimity Marble Linear Random Mosaic (11x11 Mesh) - M072 Namaste,6SLR/M072,93c45243-f4ce-4cf1-82b1-1b021e9f6f71,Yes
Echelon-EPP - estimated items,Flooring,Tile,Realm II 12x24 -Assembly,6RE124/AS,946821b5-7ee3-42eb-befe-3fd03282b1a0,Yes
WBS - estimated items,Flooring,Tile,Rally 12x24 - Assembly,6BNR224/AS,946821b5-7ee3-42eb-befe-3fd03282b1a0,Yes
WBS - estimated items,Flooring,Tile,Realm II 12x24 - Assembly,6R224/AS,946821b5-7ee3-42eb-befe-3fd03282b1a0,Yes
Echelon-EPP - estimated items,Flooring,Tile,Realm II 12x24 -Assembly,6RE124/AS,946821b5-7ee3-42eb-befe-3fd03282b1a0,Yes
WBS - estimated items,Flooring,Tile,Rally 12x24 - Assembly,6BNR224/AS,946821b5-7ee3-42eb-befe-3fd03282b1a0,Yes
WBS - estimated items,Flooring,Tile,Realm II 12x24 - Assembly,6R224/AS,946821b5-7ee3-42eb-befe-3fd03282b1a0,Yes
Echelon-EPP - estimated items,Flooring,Tile,Modern Formation Mixed Chevron Mosaic 12x13 - Canyon Taupe,6MFMCM1213/MF03,946bb3da-a141-4849-aa80-b973fd325f85,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT C.F. Prime 12x24 - White BA30,6CFP1224/EL30,949996f0-c80d-4247-89a9-9f206e720c4c,Yes
WBS - estimated items,Flooring,Tile,Book II 12x24 - Graphite,6BNBKII124/GR,94c47f5b-ff07-4023-ab45-b58ec47720da,Yes
Echelon-EPP - estimated items,Flooring,Tile,Castellina Harlequin Mosaic (13x12 Mesh) - CT58 White & Brass,6CAH/CT58,94c4ae2a-d65e-4bd2-be38-68c085129d91,Yes
WBS - estimated items,Flooring,Tile,Castellina Harlequin Mosaic (13x12 Mesh) - CT58 White & Brass,6CAH/CT58,94c4ae2a-d65e-4bd2-be38-68c085129d91,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT C.F. Advantage 12x12 - Light Gray AR32 ",6AR1212/AR32,953f58da-e12b-434e-80cd-5689576d3e59,Yes
WBS - estimated items,Flooring,Tile,"(Arenella) Core Fundamentals-Advantage 12x12 - AR32 Light Gray ",6AR1212/AR32,953f58da-e12b-434e-80cd-5689576d3e59,Yes
WBS - estimated items,Flooring,Tile,Advantage II 12x12 - AR32 Light Gray,6BNAR1212/AR32,953f58da-e12b-434e-80cd-5689576d3e59,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Artistic Reflections 2X10 - Mist,6ARTRL210/AE06,954cf990-4209-4957-a375-682529a6b4aa,Yes
Echelon-EPP - estimated items,Flooring,Tile,Finish Line 3x6 - FL91 Matte White,6FL36/FL91,9559ccef-0a95-4811-a09e-a477a59ac58c,Yes
Echelon-EPP - estimated items,Flooring,Tile,Finish Line 3x6 - FL91 Matte White,6FL36/FL91,9559ccef-0a95-4811-a09e-a477a59ac58c,Yes
Echelon-EPP - estimated items,Flooring,Tile,"D-Segni 8x8 Deco Tile - Plaid Smoke Blend (MOUC) ",6DSE8D/MOUC,9587668b-83ab-45b7-a50c-879e7134fde9,Yes
Echelon-EPP - estimated items,Flooring,Tile,D_Segni 8x8 Deco Matte - Plaid Smoke Blend MOUC,6DSEGD/MOUC,9587668b-83ab-45b7-a50c-879e7134fde9,Yes
WBS - estimated items,Flooring,Tile,Vesta 12x24 - White,6VS24/WH,962b95e6-cea0-43a7-9ec3-cdaf36a10a05,Yes
WBS - estimated items,Flooring,Tile,Vestige 12x24 - White,6BNVS24/WH,962b95e6-cea0-43a7-9ec3-cdaf36a10a05,Yes
WBS - estimated items,Flooring,Tile,Layer Polished 12x24 - Blanco,6BNLEP124/BL,9649659c-cc4c-4165-bcbc-da7d1dd8d267,Yes
WBS - estimated items,Flooring,Tile,Legend Polished 12x24 - Blanco,6LEP124/BL,9649659c-cc4c-4165-bcbc-da7d1dd8d267,Yes
Echelon-EPP - estimated items,Flooring,Tile,MZ Alterations 12x24 - Cotton AT61,6ALTER124/CO,965586db-3914-4fc0-a2ee-bd82b754e629,Yes
WBS - estimated items,Flooring,Tile,Area 12x24 - AR02 Fawn,6BNAR124/AR02,966c9b6d-0559-4f71-bd8a-022a2c418940,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Moroccan Concrete 1.5"" Hex (12x10 Mesh) - Off White MC50 ",6MC15H/MC50,9684db31-33ba-41fe-9c0e-e9fe68215304,Yes
Echelon-EPP - estimated items,Flooring,Tile,Artistic Reflections 3in Hex Matte - Onyx AE11,6ARTRL3HM/AE11,97207ce2-4975-436e-95d9-88ef7720c1dc,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Sterlina II 12x24 - White,6EMSTRLII1224/WH,9750562b-c9ca-482f-bffa-8337e1dd61fe,Yes
Echelon-EPP - estimated items,Flooring,Tile,Oregon 8x36 -Coffee,6OR836/GR02,975d2376-ab59-4a6b-b854-dbb05a3310f3,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Savoir Field Tile 12x24 Matte - Blue SV13 ",6DTSVFT1224M/SV13,976e429c-d3f1-4c89-93df-afaf695f7b46,Yes
WBS - estimated items,Flooring,Tile,Wanderwise 6x24 -WW01 Swan,6WW624/WW01,978de9d7-5354-4ff8-a3ab-6d79774d4066,Yes
WBS - estimated items,Flooring,Tile,Wiser 6x24 - WW01 Swan,6BNWW624/WW01,978de9d7-5354-4ff8-a3ab-6d79774d4066,Yes
WBS - estimated items,Flooring,Tile,Paradise TG95D 13x13 - 00250 Beige,6TG95D/250,978f87ac-9514-4c6d-a773-1b94b96c9382,Yes
WBS - estimated items,Flooring,Tile,Nominate Unpolished  24x24 - Snow,6BNNORU24/SN,97a055c1-9341-467f-a449-3daaaed51eed,Yes
WBS - estimated items,Flooring,Tile,Nordico Unpolished  24x24 - Snow,6NORU24/SN,97a055c1-9341-467f-a449-3daaaed51eed,Yes
WBS - estimated items,Flooring,Tile,Nominate Polished 12x24 - Snow,6BNNORP124/SN,97cba4c9-229c-43d5-9da6-246ab76d811c,Yes
WBS - estimated items,Flooring,Tile,Nordico Polished 12x24 - Snow,6NORP124/SN,97cba4c9-229c-43d5-9da6-246ab76d811c,Yes
Echelon-EPP - estimated items,Flooring,Tile,Marble Attache Matte 12x24 - Nero,6MAttache1224/NERO,97e8e91d-bdc7-48e2-b92e-b6b241e35a0d,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Charcoal,6RAKU312/CH,9802806b-21b2-4101-895a-593f47e4befa,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Charcoal,6RAKU312/CH,9802806b-21b2-4101-895a-593f47e4befa,Yes
Echelon-EPP - estimated items,Flooring,Tile,EM Raku 3x12 Glossy - Charcoal,6RAKU312/CH,9802806b-21b2-4101-895a-593f47e4befa,Yes
Echelon-EPP - estimated items,Flooring,Tile,"D-Segni 8x8 Deco Tile - Stella Mud Blend (MOUF) ",6DSE8D/MOUF,98179cce-f8c6-46b7-bbe9-c156f2d2e0fe,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Divinium 1x3 Basketweave - Zion DV07,6DTDIV13BW/DV07,984fdc4f-c0fd-4650-9a19-5fa57a44d73a,Yes
Echelon-EPP - estimated items,Flooring,Tile,Contempo TGM32 13x13 - 00200 Taby,6TGM32/200,987e34d9-3cb6-4b19-82df-1bab1f27041b,Yes
WBS - estimated items,Flooring,Tile,Contempo TGM32 13x13 - 00200 Taby,6TGM32/200,987e34d9-3cb6-4b19-82df-1bab1f27041b,Yes
Echelon-EPP - estimated items,Flooring,Tile,"Famed 12x24 Polished - Iconic FM11 ",6FAM1224P/FM11,989c9ba2-dd9a-43d8-b032-7ab1cc746996,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Marble Attache Linear Hex Mosaic (12x12 Mesh) 2x5 - MA86 Turkish Skyline ",6MAH/MA86,989f83e7-969a-4996-979b-3dbc7a0034cb,Yes
WBS - estimated items,Flooring,Tile,"Marble Attache Linear Hex Mosaic (12x12 Mesh) 2x5 - MA86 Turkish Skyline ",6MAH/MA86,989f83e7-969a-4996-979b-3dbc7a0034cb,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Classic 3x6 Matte - Arctic White 0790,6DTCWC36M/0790,98a9666a-210f-417f-8a1a-14bf1deff558,Yes
WBS - estimated items,Flooring,Tile,Impulse Chevron Mosaic (14x15 Mesh) - Winter,6IMPC/WI,98ad7fbc-7b7d-43be-bdc5-519ce5b95948,Yes
Echelon-EPP - estimated items,Flooring,Tile,Mood River 12x23 - Ivory,6MOMR12/IVO,98bb1e28-5d9c-4d09-9dcb-961e1e24e408,Yes
Echelon-EPP - estimated items,Flooring,Tile,Morocco Arabesque 10x11 Mesh - Dove EM,6MORA1011/DO,99130405-85ab-4153-9218-eedc51743079,Yes
Echelon-EPP - estimated items,Flooring,Tile,Brique 2x10 Matte - Gray,6BRIQ210/GRA,99329102-9d43-4e7b-b14d-191e019949fa,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Memoir 12x12 - Jewel Balck ME27,6DTMEM12/ME27,99800d84-f4b3-41e7-9e3c-c8c7cfd7746c,Yes
WBS - estimated items,Flooring,Tile,Observe TG67D 13x13 - 00500 Grey,6BNTG67D/500,99944ea5-e3e7-452b-b3fe-574547ce76de,Yes
WBS - estimated items,Flooring,Tile,Omega TG67D 13x13 - 00500 Grey,6TG67D/500,99944ea5-e3e7-452b-b3fe-574547ce76de,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT Color Wheel Classic 6x6 Matte - Matte Desert Gray K714,6DTCWC66M/K714,99a2e55f-8252-421d-884a-827edbf25e2b,Yes
WBS - estimated items,Flooring,Tile,Geoscapes Random Linear TG45C (11.61 X 13.23  Mesh) - 00550 Dark Grey,6TG45C/550,99dd718f-a84b-4a8f-aaed-123b56700736,Yes
WBS - estimated items,Flooring,Tile,Glow Random Linear TG45C (13.39x12.48 Mesh) -  00550 Dark Grey,6BNTG45C/550,99dd718f-a84b-4a8f-aaed-123b56700736,Yes
Echelon-EPP - estimated items,Flooring,Tile,DT C.F. Advantage 12x24 - Trumpet Gray EP22,6CFA1224/EP22,99e814b8-08d5-4ef8-9343-3ddb48efff31,Yes
Echelon-EPP - estimated items,Flooring,Tile,"DT Mythology Wave Crest 4x12 - Olympus MY91 ",6MYTHWC412/MY91,99fa3e09-a24a-40fd-9729-fa03319c9356,Yes
Echelon-EPP - estimated items,Flooring,Tile,Impact 2 in. Hex - White,6IMPHMM1113/WHI,9a116ae4-2d27-46f5-ac9e-5fc0e8c107a7,Yes
WBS - estimated items,Flooring,Tile,"Impact 2""  Hex Mosaic (11x13 Mesh) - White",6IMH2/WH,9a116ae4-2d27-46f5-ac9e-5fc0e8c107a7,Yes
WBS - estimated items,Flooring,Tile,"Integrate 2""  Hex Mosaic (11x13 Mesh) - White",6BNIMH2/WH,9a116ae4-2d27-46f5-ac9e-5fc0e8c107a7,Yes
Echelon-EPP - estimated items,Flooring,Tile,Impact 2 in. Hex - White,6IMPHMM1113/WHI,9a116ae4-2d27-46f5-ac9e-5fc0e8c107a7,Yes
WBS - estimated items,Flooring,Tile,"Impact 2""  Hex Mosaic (11x13 Mesh) - White",6IMH2/WH,9a116ae4-2d27-46f5-ac9e-5fc0e8c107a7,Yes
WBS - estimated items,Flooring,Tile,"Integrate 2""  Hex Mosaic (11x13 Mesh) - White",6BNIMH2/WH,9a116ae4-2d27-46f5-ac9e-5fc0e8c107a7,Yes
WBS - estimated items,Flooring,Tile,Allure Mini Manor 12x12 - Silver,6BNalmm1212/SI,9a245ca7-893e-47e3-92ef-b8bdb1e05a72,Yes
